date	sp	csco	intc
1993-09-28	-0.059	2.187	3.319
1993-09-29	-0.308	-0.967	0.685
1993-09-30	-0.257	-2.956	-3.473
1993-10-01	0.513	-1.258	3.13
1993-10-04	0.011	0.253	-0.343
1993-10-05	-0.03	-3.338	-3.853
1993-10-06	-0.1	-3.723	-1.077
1993-10-07	-0.339	-2.469	-0.725
1993-10-08	0.246	5.407	2.159
1993-10-11	0.124	-3.209	-7.001
1993-10-12	0.052	10.073	-0.766
1993-10-13	0.08	-1.237	-2.335
1993-10-14	1.15	-1.504	1.95
1993-10-15	0.57	-1.015	0
1993-10-18	-0.224	-2.846	-2.74
1993-10-19	-0.479	-0.262	-1.197
1993-10-20	-0.03	-2.127	0.8
1993-10-21	-0.152	4.726	2.751
1993-10-22	-0.45	1.526	-0.389
1993-10-25	0.2	0.504	-1.174
1993-10-26	0.021	-0.504	0.471
1993-10-27	0.067	2	1.169
1993-10-28	0.669	-1.496	-1.562
1993-10-29	0.021	2.97	-0.395
1993-11-01	0.271	4.296	0
1993-11-02	-0.141	-1.175	-0.794
1993-11-03	-1.164	-3.61	-3.034
1993-11-04	-1.201	-2.482	-3.128
1993-11-05	0.454	7.267	2.923
1993-11-08	0.139	1.161	-1.243
1993-11-09	0.026	-0.231	1.653
1993-11-10	0.734	0.692	4.016
1993-11-11	-0.233	2.498	0.393
1993-11-12	0.593	0	-1.581
1993-11-15	-0.353	2.217	-4.481
1993-11-16	0.643	0.219	0.83
1993-11-17	-0.414	-2.436	-2.723
1993-11-18	-0.256	0.671	-1.714
1993-11-19	-0.22	1.547	-1.743
1993-11-22	-0.753	-2.217	1.093
1993-11-23	0.413	1.778	2.363
1993-11-24	0.288	1.313	1.893
1993-11-26	0.151	-0.217	0.416
1993-11-29	-0.251	-2.649	-0.624
1993-11-30	-0.024	0.669	2.678
1993-12-01	0.022	2.415	2.013
1993-12-02	0.264	2.992	0.397
1993-12-03	0.384	3.109	0.791
1993-12-06	0.331	0.813	-6.506
1993-12-07	0.071	0.404	-0.21
1993-12-08	-0.101	-2.449	0.211
1993-12-09	-0.454	-1.457	-2.553
1993-12-10	-0.054	0.21	-3.063
1993-12-13	0.381	0.209	2.198
1993-12-14	-0.569	-1.049	0
1993-12-15	-0.264	0.211	2.151
1993-12-16	0.324	1.255	0
1993-12-17	0.654	0.622	-1.285
1993-12-20	-0.114	2.045	0.858
1993-12-21	-0.118	-1.222	1.695
1993-12-22	0.433	-0.411	3.712
1993-12-23	0.013	2.238	0.605
1993-12-27	0.674	-0.201	1.2
1993-12-28	0.085	1.6	1.773
1993-12-29	-0.076	0.791	-1.376
1993-12-30	-0.413	3.482	-0.198
1993-12-31	-0.468	-1.726	-1.6
1994-01-03	-0.217	-0.582	-1.217
1994-01-04	0.311	1.16	4.001
1994-01-05	0.141	2.282	0.781
1994-01-06	-0.092	-0.755	-0.39
1994-01-07	0.593	0.943	2.888
1994-01-10	1.136	2.775	1.694
1994-01-11	-0.24	-0.733	-0.374
1994-01-12	0.008	0	2.405
1994-01-13	-0.359	-1.109	-0.55
1994-01-14	0.515	2.569	0.732
1994-01-17	-0.34	0.542	-3.34
1994-01-18	0.2	1.963	1.498
1994-01-19	0.01	-2.143	-7.325
1994-01-20	0.143	-0.907	1.98
1994-01-21	-0.055	2.162	2.134
1994-01-24	-0.581	0.178	0.574
1994-01-25	-0.223	-2.523	-0.575
1994-01-26	0.483	-0.366	-2.251
1994-01-27	0.81	0.547	0.977
1994-01-28	0.345	2.695	1.353
1994-01-31	0.606	2.798	0.192
1994-02-01	-0.414	-1.389	-0.963
1994-02-02	0.495	2.076	0.962
1994-02-03	-0.268	2.369	-3.113
1994-02-04	-2.294	-4.096	-2.401
1994-02-07	0.414	1.04	0.404
1994-02-08	-0.149	2.048	2.39
1994-02-09	0.362	0.337	0.589
1994-02-10	-0.816	-3.077	-1.181
1994-02-11	0.266	3.246	0.985
1994-02-14	0.011	0.503	0.196
1994-02-15	0.486	-1.347	1.746
1994-02-16	0.057	-0.851	3.031
1994-02-17	-0.52	0.341	-0.749
1994-02-18	-0.565	-0.512	0.375
1994-02-22	0.803	1.361	2.952
1994-02-23	-0.163	-1.36	-0.182
1994-02-24	-1.376	-1.727	-1.283
1994-02-25	0.389	1.898	0.735
1994-02-28	0.229	0.851	0.73
1994-03-01	-0.58	0.507	-2.952
1994-03-02	0.08	1.507	-0.187
1994-03-03	-0.388	1.973	2.043
1994-03-04	0.373	2.89	2.362
1994-03-07	0.466	1.726	2.307
1994-03-08	-0.221	-0.468	-0.704
1994-03-09	0.253	0.934	1.229
1994-03-10	-0.679	-0.933	-2.116
1994-03-11	0.546	-0.313	-2.162
1994-03-14	0.203	0.313	1.984
1994-03-15	-0.081	-1.575	1.77
1994-03-16	0.515	0.159	0.873
1994-03-17	0.315	0.789	0.521
1994-03-18	0.034	-0.631	-0.347
1994-03-21	-0.536	-1.917	0.346
1994-03-22	0.055	-2.615	-0.347
1994-03-23	-0.056	-1.334	-0.696
1994-03-24	-0.898	-7.67	-1.763
1994-03-25	-0.815	-4.445	-0.715
1994-03-28	-0.126	0	-1.626
1994-03-29	-1.648	-3.077	-3.522
1994-03-30	-1.543	1.551	0
1994-03-31	0.049	5.245	1.869
1994-04-04	-1.549	-3.34	-0.371
1994-04-05	2.112	5.506	2.205
1994-04-06	-0.054	1.77	1.265
1994-04-07	0.63	0	1.426
1994-04-08	-0.842	-2.487	-1.786
1994-04-11	0.618	-4.037	-0.27
1994-04-12	-0.513	-7.583	-5.096
1994-04-13	-0.293	-3.494	-3.089
1994-04-14	0.027	1.247	-6.271
1994-04-15	-0.045	0	-0.209
1994-04-18	-0.837	-1.248	-2.114
1994-04-19	0.018	-1.263	-1.724
1994-04-20	-0.131	-1.71	0
1994-04-21	1.52	9.453	4.672
1994-04-22	-0.245	-1.98	0.207
1994-04-25	1.129	1.587	4.137
1994-04-26	-0.186	0.784	0.594
1994-04-28	-0.615	-2.322	-2.501
1994-04-29	0.402	-3.095	-1.12
1994-05-02	0.467	6.968	-0.823
1994-05-03	0.002	-3.523	-1.878
1994-05-04	-0.29	-2.012	-1.377
1994-05-05	-0.075	2.41	0.85
1994-05-06	-0.792	0	1.052
1994-05-09	-1.236	-4.879	-1.796
1994-05-10	0.831	-5.129	1.482
1994-05-11	-1.019	1.739	0
1994-05-12	0.511	0	-1.589
1994-05-13	0.088	-22.1	-0.321
1994-05-16	0.079	-3.279	-1.51
1994-05-17	1.092	-1.681	1.296
1994-05-18	0.957	7.613	1.173
1994-05-19	0.613	0.262	1.995
1994-05-20	-0.342	-2.914	-0.626
1994-05-23	-0.379	5.236	-0.419
1994-05-24	0.355	3.015	3.306
1994-05-25	0.336	1.961	-0.408
1994-05-26	0.158	-2.956	-1.232
1994-05-27	0.059	1.489	1.436
1994-05-31	-0.179	-2.494	1.816
1994-06-01	0.245	0	3.319
1994-06-02	0.004	-2.557	-0.169
1994-06-03	0.54	1.542	-2.353
1994-06-06	-0.272	2.02	-2.105
1994-06-07	-0.146	-4.082	-0.304
1994-06-08	-0.251	-5.9	-2.887
1994-06-09	0.175	1.916	-1.263
1994-06-10	0.177	1.879	1.654
1994-06-13	0.094	-2.696	-0.811
1994-06-14	0.71	8.13	2.899
1994-06-15	-0.381	0.252	-0.511
1994-06-16	0.286	-0.757	-0.721
1994-06-17	-0.756	-1.274	-0.829
1994-06-20	-0.665	-0.514	-1.893
1994-06-21	-0.898	-2.611	-1.497
1994-06-22	0.387	-0.53	2.763
1994-06-23	-0.767	-11.247	-2.118
1994-06-24	-1.531	5.218	0
1994-06-27	1.013	4.421	2.328
1994-06-28	-0.278	-0.542	0.834
1994-06-29	0.349	3.733	-1.463
1994-06-30	-0.753	-2.116	-1.485
1994-07-01	0.433	0.799	0.851
1994-07-05	0.038	-2.689	-2.142
1994-07-06	-0.054	0.272	-1.636
1994-07-07	0.503	1.617	1.853
1994-07-08	0.261	-2.162	2.137
1994-07-11	-0.332	3.754	1.651
1994-07-12	-0.025	-4.302	0.026
1994-07-13	0.174	5.349	2.667
1994-07-14	1.037	-19.49	-0.406
1994-07-15	0.165	-0.635	-3.306
1994-07-18	0.233	6.174	-1.482
1994-07-19	-0.299	-3.659	-2.811
1994-07-20	-0.499	0.311	-0.881
1994-07-21	0.223	1.536	3.452
1994-07-22	0.11	0	-1.047
1994-07-25	0.251	-1.846	-0.108
1994-07-26	-0.196	-1.881	-0.755
1994-07-27	-0.174	-0.635	-0.876
1994-07-28	0.368	1.266	1.853
1994-07-29	0.879	5.506	2.348
1994-08-01	0.6	4.367	0.631
1994-08-02	-0.098	-3.184	-0.21
1994-08-03	0.195	-0.59	-1.269
1994-08-04	-0.665	-1.19	-2.586
1994-08-05	-0.286	0	1.516
1994-08-08	0.175	3.53	-0.215
1994-08-09	0.007	1.435	2.132
1994-08-10	0.518	-1.435	0.84
1994-08-11	-0.309	-1.163	1.041
1994-08-12	0.667	0	-0.311
1994-08-15	-0.156	2.312	0.931
1994-08-16	0.816	2.817	1.328
1994-08-17	0.034	6.454	3.491
1994-08-18	-0.431	-2.105	-0.615
1994-08-19	0.11	-3.794	0.123
1994-08-22	-0.296	1.643	0.492
1994-08-23	0.475	2.151	0.781
1994-08-24	0.968	0	-0.097
1994-08-25	-0.203	2.106	1.45
1994-08-26	1.215	6.552	1.335
1994-08-29	0.167	2.41	0.189
1994-08-30	0.316	-0.477	1.314
1994-08-31	-0.124	-5.155	-1.884
1994-09-01	-0.491	-1.267	-2.307
1994-09-02	-0.462	0.509	-0.024
1994-09-06	0.185	0.758	1.569
1994-09-07	-0.185	4.193	1.709
1994-09-08	0.455	0.482	0.75
1994-09-09	-1.054	-2.187	-1.696
1994-09-12	-0.422	-1.986	-1.919
1994-09-13	0.281	2.72	1.156
1994-09-14	0.273	2.885	0.192
1994-09-15	1.274	2.342	2.456
1994-09-16	-0.765	-1.869	-0.187
1994-09-19	-0.072	-1.425	0.559
1994-09-20	-1.603	-1.689	-1.876
1994-09-21	-0.411	-3.465	-0.952
1994-09-22	-0.041	0.252	-1.347
1994-09-23	-0.348	-1.519	-1.957
1994-09-26	0.25	-0.511	-0.993
1994-09-27	0.267	0	-0.2
1994-09-28	0.596	-1.031	-1.613
1994-09-29	-0.557	6.032	0.203
1994-09-30	0.104	6.606	-0.203
1994-10-03	-0.21	0.456	-2.054
1994-10-04	-1.561	-3.468	-3.805
1994-10-05	-0.236	-1.183	1.285
1994-10-06	-0.256	3.048	0.318
1994-10-07	0.604	2.058	0.844
1994-10-10	0.862	0.451	1.668
1994-10-11	1.46	1.342	0.103
1994-10-12	-0.069	-3.621	-1.248
1994-10-13	0.497	1.373	-1.475
1994-10-14	0.28	0.454	-0.639
1994-10-17	-0.03	-2.288	-0.535
1994-10-18	-0.278	-0.464	0.107
1994-10-19	0.559	1.843	2.96
1994-10-20	-0.732	0.456	1.139
1994-10-21	-0.421	-0.913	-0.309
1994-10-24	-0.877	1.367	-1.667
1994-10-25	0.15	0.451	-0.949
1994-10-26	0.236	4.406	1.887
1994-10-27	0.698	3.39	0.83
1994-10-28	1.686	0	2.852
1994-10-31	-0.3	0.416	-0.201
1994-11-01	-0.835	1.646	-1.214
1994-11-02	-0.409	3.213	1.816
1994-11-03	0.3	1.957	-1.005
1994-11-04	-1.21	-2.353	-2.454
1994-11-07	0.169	-2.817	-0.415
1994-11-08	0.558	0.813	1.137
1994-11-09	-0.049	1.606	0.716
1994-11-10	-0.23	-2.419	-0.204
1994-11-11	-0.432	7.469	-0.821
1994-11-14	0.795	2.248	2.645
1994-11-15	-0.217	-1.681	-1.11
1994-11-16	0.127	2.051	-0.714
1994-11-17	-0.441	-1.113	1.623
1994-11-18	-0.454	2.031	2.876
1994-11-21	-0.691	-3.725	3.364
1994-11-22	-1.808	-7.28	-2.101
1994-11-23	-0.033	3.213	0.577
1994-11-25	0.523	2.344	-1.938
1994-11-28	0.413	1.342	2.13
1994-11-29	0.222	0.569	0.382
1994-11-30	-0.326	-2.299	-3.693
1994-12-01	-1.057	0	-0.795
1994-12-02	0.971	1.538	0.398
1994-12-05	0.007	0.76	1.968
1994-12-06	-0.049	0.755	0.583
1994-12-07	-0.416	-3.442	0.387
1994-12-08	-1.289	-3.969	-3.138
1994-12-09	0.341	3.579	0
1994-12-12	0.558	1.934	-3.858
1994-12-13	0.151	-1.156	0.207
1994-12-14	1.065	-1.562	-0.207
1994-12-15	0.083	5.179	-2.942
1994-12-16	0.755	-0.563	1.482
1994-12-19	-0.194	-0.566	-2.877
1994-12-20	-0.177	-0.569	5.776
1994-12-21	0.548	3.365	2.22
1994-12-22	0.015	2.541	0.795
1994-12-23	0.033	1.069	-0.297
1994-12-27	0.572	1.757	0.668
1994-12-28	-0.349	-2.469	-1.365
1994-12-29	0.067	0.356	2.956
1994-12-30	-0.413	0	-0.78
1995-01-03	-0.035	-2.888	-0.196
1995-01-04	0.348	0.73	-0.196
1995-01-05	-0.08	-0.73	0.783
1995-01-06	0.074	0	1.356
1995-01-09	0.033	2.174	1.526
1995-01-10	0.184	1.424	0.943
1995-01-11	-0.002	0.705	-0.565
1995-01-12	-0.007	0	1.312
1995-01-13	0.934	0.7	1.479
1995-01-16	0.729	2.069	-0.368
1995-01-17	0.143	-0.342	-1.297
1995-01-18	-0.072	-0.343	3.484
1995-01-19	-0.589	-1.733	1.874
1995-01-20	-0.466	-2.12	-2.689
1995-01-23	0.224	-0.179	2.246
1995-01-24	0.009	2.648	1.586
1995-01-25	0.339	-2.648	-0.878
1995-01-26	0.188	-3.088	-0.534
1995-01-27	0.441	0	0.796
1995-01-30	-0.401	-3.952	-1.418
1995-01-31	0.407	2.464	-0.897
1995-02-01	-0.004	2.588	1.786
1995-02-02	0.507	3.585	2.188
1995-02-03	1.232	0.351	1.802
1995-02-06	0.519	2.768	0.17
1995-02-07	-0.069	0.681	-0.853
1995-02-08	0.079	-1.022	4.847
1995-02-09	-0.208	-0.343	1.136
1995-02-10	0.264	-3.675	-0.161
1995-02-13	0.039	-2.344	-0.324
1995-02-14	0.187	0.727	1.767
1995-02-15	0.412	0	1.579
1995-02-16	0.14	-0.728	0.157
1995-02-17	-0.672	-1.471	-1.339
1995-02-21	0.155	-1.869	0.238
1995-02-22	0.486	2.423	0.788
1995-02-23	0.379	1.281	-1.982
1995-02-24	0.277	-2.206	0.558
1995-02-27	-0.885	-1.687	-0.239
1995-02-28	0.706	2.058	1.819
1995-03-01	-0.358	-2.436	-1.262
1995-03-02	-0.107	2.806	0.298
1995-03-03	0.06	1.465	3.595
1995-03-06	0.043	-0.365	0.457
1995-03-07	-0.725	0.364	-2.306
1995-03-08	0.211	2.159	-0.781
1995-03-09	0.004	-1.433	0.547
1995-03-10	1.318	0.36	0.389
1995-03-13	0.098	-1.998	1.081
1995-03-14	0.578	0.731	1.222
1995-03-15	-0.205	1.984	-0.609
1995-03-16	0.715	0.711	-0.535
1995-03-17	0.022	-0.891	-0.674
1995-03-20	0.125	-0.538	3.025
1995-03-21	-0.216	-0.361	-0.15
1995-03-22	0.121	-1.455	1.342
1995-03-23	0.056	1.815	1.178
1995-03-24	1.007	4.57	0.874
1995-03-27	0.444	4.37	1.584
1995-03-28	0.139	2.918	1.137
1995-03-29	-0.155	-4.911	-1.637
1995-03-30	-0.179	-1.351	-1.957
1995-03-31	-0.301	3.673	-0.588
1995-04-03	0.227	3.859	4.182
1995-04-04	0.673	-2.233	-2.213
1995-04-05	0.065	0.963	0.072
1995-04-06	0.101	-0.32	-1.308
1995-04-07	0.067	0.639	1.883
1995-04-10	0.116	-0.96	1.566
1995-04-11	-0.292	2.539	3.06
1995-04-12	0.324	0.469	0.547
1995-04-13	0.405	-0.156	3.481
1995-04-17	-0.611	1.242	-1.059
1995-04-18	-0.15	-2.817	0.331
1995-04-19	-0.089	-1.923	-1.066
1995-04-20	0.073	1.127	-0.336
1995-04-21	0.631	-0.16	-0.134
1995-04-24	0.862	-0.643	3.829
1995-04-25	-0.154	3.175	1.859
1995-04-26	0.109	1.858	1.389
1995-04-27	0.173	-3.115	0.999
1995-04-28	0.226	0.945	1.724
1995-05-01	-0.087	-1.262	1.575
1995-05-02	0.117	4.044	0
1995-05-03	1.086	5.919	3.193
1995-05-04	0.011	-2.031	2.301
1995-05-05	-0.081	-2.374	-1.145
1995-05-08	0.736	3.25	2.725
1995-05-09	-0.076	0.291	-0.337
1995-05-10	0.153	-0.29	-2.273
1995-05-11	0.002	1.729	0.459
1995-05-12	0.225	2.817	-0.516
1995-05-15	0.416	0.554	-0.288
1995-05-16	0.085	0.413	0.46
1995-05-17	-0.212	-0.138	1.707
1995-05-18	-1.431	-3.077	0
1995-05-19	-0.075	1.27	0.562
1995-05-22	0.855	-1.27	2.33
1995-05-23	0.939	7.917	2.169
1995-05-24	0.004	-1.588	-0.215
1995-05-25	-0.004	-0.267	1.069
1995-05-26	-0.939	-1.89	-1.393
1995-05-30	-0.013	-4.743	-4.75
1995-05-31	1.858	0	1.572
1995-06-01	0.017	2.678	2.203
1995-06-02	-0.184	0.416	1.513
1995-06-05	0.579	1.102	-0.646
1995-06-06	-0.009	-1.937	-2.959
1995-06-07	-0.453	-0.561	0.665
1995-06-08	-0.146	1.947	0.606
1995-06-09	-0.832	0.823	-0.938
1995-06-12	0.555	1.357	-1.059
1995-06-13	0.969	3.705	-0.505
1995-06-14	0.078	-0.391	1.342
1995-06-15	0.121	1.038	2.306
1995-06-16	0.503	0.899	0.865
1995-06-19	0.994	1.523	6.157
1995-06-20	-0.044	1.003	5.129
1995-06-21	-0.184	-2.27	-2.089
1995-06-22	1.295	3.262	2.664
1995-06-23	-0.247	2.439	0.381
1995-06-26	-1.02	-1.824	-0.957
1995-06-27	-0.313	-1.359	-3.722
1995-06-28	0.423	-1.756	0.795
1995-06-29	-0.158	3.483	1.083
1995-06-30	0.162	-1.106	-0.787
1995-07-03	0.429	-0.372	0
1995-07-05	0.031	3.355	0.689
1995-07-06	1.222	2.196	2.613
1995-07-07	0.429	3.687	4.208
1995-07-10	0.147	-0.681	2.91
1995-07-11	-0.433	-1.839	-1.999
1995-07-12	1.095	2.18	4.784
1995-07-13	0.02	3.458	1.885
1995-07-14	-0.198	1.523	2.515
1995-07-17	0.504	-0.433	1.234
1995-07-18	-0.76	-3.533	-4.259
1995-07-19	-1.348	-7.221	-11.566
1995-07-20	0.464	-0.849	-1.156
1995-07-21	0.014	3.706	-2.452
1995-07-24	0.542	3.687	6.627
1995-07-25	0.8	2.459	2.569
1995-07-26	0.091	1.968	-1.276
1995-07-27	0.641	1.504	0.913
1995-07-28	-0.406	-4.469	-2.332
1995-07-31	-0.155	-0.559	-3.217
1995-08-01	-0.432	-1.81	-2.729
1995-08-02	-0.15	-2.778	-2.806
1995-08-03	-0.009	-1.896	1.011
1995-08-04	0.034	3.757	-0.201
1995-08-07	0.195	2.503	2.39
1995-08-08	0.064	0	1.95
1995-08-09	-0.121	2.551	2.102
1995-08-10	-0.405	2.06	-2.877
1995-08-11	-0.421	0.428	2.876
1995-08-14	0.831	0.639	0.377
1995-08-15	-0.209	-0.212	-1.327
1995-08-16	0.25	5.586	1.89
1995-08-17	-0.166	-2.033	-1.699
1995-08-18	0.03	8.249	-1.15
1995-08-21	-0.197	-4.421	-7.396
1995-08-22	0.252	4.256	3.266
1995-08-23	-0.426	0.378	0.201
1995-08-24	0.057	0.376	-2.178
1995-08-25	0.472	-3.636	-1.081
1995-08-28	-0.188	-2.367	-2.942
1995-08-29	0.17	0.398	0.425
1995-08-30	0.164	2.163	2.516
1995-08-31	0.171	2.117	1.642
1995-09-01	0.348	-0.382	-0.818
1995-09-05	0.941	4.121	4.516
1995-09-06	0.176	1.998	-1.883
1995-09-07	0.021	1.073	3.922
1995-09-08	0.418	0.178	0.957
1995-09-11	0.215	1.935	0
1995-09-12	0.452	-0.524	-1.15
1995-09-13	0.391	0.175	0
1995-09-14	0.833	0.87	-1.847
1995-09-15	-0.045	-4.068	-2.484
1995-09-18	-0.099	-1.272	1.2
1995-09-19	0.245	5.339	-0.298
1995-09-20	0.439	0	0
1995-09-21	-0.645	-2.102	-2.499
1995-09-22	-0.218	0.706	-1.054
1995-09-25	0.014	-1.505	-0.829
1995-09-26	-0.069	-0.626	-0.522
1995-09-27	-0.064	-2.362	-0.63
1995-09-28	0.828	4.141	4.229
1995-09-29	-0.25	-2.682	-2.661
1995-10-02	-0.461	-4.445	-1.885
1995-10-03	0.107	2.985	1.156
1995-10-04	-0.15	-1.949	-1.899
1995-10-05	0.199	4.49	3.659
1995-10-06	-0.024	-3.929	1.831
1995-10-09	-0.71	-3.993	-3.071
1995-10-10	-0.147	0.869	2.464
1995-10-11	0.335	4.879	2.008
1995-10-12	0.626	4.038	1.382
1995-10-13	0.24	-0.795	-1.581
1995-10-16	-0.252	-1.789	0.596
1995-10-17	0.641	5.615	3.693
1995-10-18	0.112	3.356	3.377
1995-10-19	0.545	1.961	0.368
1995-10-20	-0.542	-1.139	-1.295
1995-10-23	-0.409	-1.318	0.557
1995-10-24	0.256	0	0.554
1995-10-25	-0.7	-1.336	-2.047
1995-10-26	-0.992	0.419	-0.094
1995-10-27	0.515	2.234	2.141
1995-10-30	0.611	4.324	2.782
1995-10-31	-0.3	-2.862	0.179
1995-11-01	0.467	3.487	1.333
1995-11-02	0.937	1.238	2.871
1995-11-03	0.144	3.625	-0.516
1995-11-06	-0.358	-0.67	-2.356
1995-11-07	-0.364	-0.374	-6.472
1995-11-08	0.915	0.747	-0.661
1995-11-09	0.262	3.077	4.54
1995-11-10	-0.091	1.433	-1.093
1995-11-13	-0.071	-2.886	-1.662
1995-11-14	-0.509	-5.26	-3.025
1995-11-15	0.789	-1.399	-0.578
1995-11-16	0.567	2.014	-2.939
1995-11-17	0.456	-1.857	-0.199
1995-11-20	-0.538	-0.942	-1.001
1995-11-21	0.566	-0.474	1.398
1995-11-22	-0.307	-4.043	-1.802
1995-11-24	0.262	3.884	1.802
1995-11-27	0.225	-0.957	-4.879
1995-11-28	0.849	7.411	6.062
1995-11-29	0.196	1.477	-1.183
1995-11-30	-0.374	-1.329	-3.431
1995-12-01	0.266	-2.558	0.205
1995-12-04	1.098	3.886	1.222
1995-12-05	0.65	-3.735	-0.609
1995-12-06	0.404	-2.856	-0.51
1995-12-07	-0.649	-0.55	0.713
1995-12-08	0.212	0.628	2.806
1995-12-11	0.33	0	0.394
1995-12-12	-0.119	-3.018	-1.989
1995-12-13	0.469	-0.485	0.6
1995-12-14	-0.77	-5.669	-4.282
1995-12-15	-0.094	1.532	-2.96
1995-12-18	-1.558	-4.315	-1.732
1995-12-19	0.84	9.899	5.315
1995-12-20	-0.984	-5.584	-1.25
1995-12-21	0.748	1.841	-0.21
1995-12-22	0.239	1.644	-0.844
1995-12-26	0.383	0.974	0.634
1995-12-27	0.037	-0.811	-0.846
1995-12-28	-0.067	-1.808	-3.017
1995-12-29	0.294	-1	-0.658
1996-01-02	0.776	2.318	3.251
1996-01-03	0.095	-4.007	-1.504
1996-01-04	-0.584	-3.82	-0.434
1996-01-05	-0.159	1.231	0
1996-01-08	0.282	-0.967	0.217
1996-01-09	-1.468	-7.99	-4.662
1996-01-10	-1.816	2.081	-1.604
1996-01-11	0.701	5.643	4.956
1996-01-12	-0.146	0	-0.441
1996-01-15	-0.331	-4.897	-5.911
1996-01-16	1.427	1.842	4.354
1996-01-17	-0.341	1.809	-10.636
1996-01-18	0.308	1.6	1.731
1996-01-19	0.588	6.652	0.732
1996-01-22	0.256	2.687	1.21
1996-01-23	-0.099	0.08	1.313
1996-01-24	1.163	3.625	3.84
1996-01-25	-0.474	-1.875	-0.228
1996-01-26	0.741	2.338	0.684
1996-01-29	0.417	0	-1.028
1996-01-30	0.946	1.377	-0.502
1996-01-31	0.927	1.209	2.029
1996-02-01	0.383	2.959	1.822
1996-02-02	-0.41	-1.469	0.885
1996-02-05	0.874	3.774	3.037
1996-02-06	0.761	1.974	1.695
1996-02-07	0.555	-0.912	-2.123
1996-02-08	0.94	0.211	-0.646
1996-02-09	0.046	2.637	0.216
1996-02-12	0.771	-1.379	0.403
1996-02-13	-0.142	0.278	-1.923
1996-02-14	-0.749	-1.958	1.52
1996-02-15	-0.652	0.493	-0.866
1996-02-16	-0.514	0.07	0.109
1996-02-20	-1.138	2.497	0.542
1996-02-21	1.156	3.368	2.137
1996-02-22	1.647	4.658	3.122
1996-02-23	0.033	0.378	-0.307
1996-02-26	-1.317	0.753	-0.722
1996-02-27	-0.496	-2.532	-0.207
1996-02-28	-0.385	-2.072	0.827
1996-02-29	-0.672	-0.525	-3.241
1996-03-01	0.613	-4.302	-4.789
1996-03-04	0.994	-3.069	-2.141
1996-03-05	0.762	6.313	0.907
1996-03-06	-0.58	-2.151	-3.913
1996-03-07	0.253	-1.093	-0.235
1996-03-08	-3.131	-3.353	0.704
1996-03-11	1.024	4.173	3.219
1996-03-12	-0.459	-1.096	-0.681
1996-03-13	0.229	1.639	2.252
1996-03-14	0.363	-0.408	0
1996-03-15	0.087	3.344	4.784
1996-03-18	1.734	2.34	1.056
1996-03-19	-0.147	-0.257	-1.269
1996-03-20	-0.263	-5.293	-5.691
1996-03-21	-0.122	-2.755	0.674
1996-03-22	0.22	0	0.446
1996-03-25	-0.089	-3.409	-2.224
1996-03-26	0.45	-0.726	2.224
1996-03-27	-0.624	4.553	0.887
1996-03-28	0.005	2.609	-0.443
1996-03-29	-0.532	0.541	0.883
1996-04-01	1.267	1.869	0.439
1996-04-02	0.234	1.314	-0.439
1996-04-03	0.095	2.067	1.31
1996-04-04	-0.003	-0.77	2.781
1996-04-08	-1.788	-4.48	2.294
1996-04-09	-0.319	-1.357	2.041
1996-04-10	-1.362	1.087	-0.202
1996-04-11	-0.367	2.93	-2.149
1996-04-12	0.872	-4.017	-1.353
1996-04-15	0.904	-3.192	1.56
1996-04-16	0.39	4.009	6.879
1996-04-17	-0.527	-0.543	-1.066
1996-04-18	0.311	0.544	2.405
1996-04-19	0.227	3.462	-0.763
1996-04-22	0.436	-1.849	3.759
1996-04-23	0.568	3.665	0.529
1996-04-24	-0.217	5.623	3.095
1996-04-25	0.414	-0.366	-0.894
1996-04-26	0.09	2.171	-0.54
1996-04-29	0.107	-0.719	-1.579
1996-04-30	0.001	-0.24	-0.552
1996-05-01	0.063	0.72	0.185
1996-05-02	-1.726	-3.903	0.184
1996-05-03	-0.272	0.743	1.006
1996-05-06	-0.128	1.47	0.091
1996-05-07	-0.399	1.689	-1.281
1996-05-08	1.015	0.952	1.281
1996-05-09	0.104	0	-0.182
1996-05-10	1.025	4.177	0.726
1996-05-13	1.434	-0.227	3.727
1996-05-14	0.616	2.252	1.556
1996-05-15	-0.027	-1.345	-0.688
1996-05-16	-0.086	0.899	-0.693
1996-05-17	0.609	0.224	-1.048
1996-05-20	0.632	0.445	-0.176
1996-05-21	-0.058	-2.02	-1.062
1996-05-22	0.838	1.128	-0.535
1996-05-23	-0.357	2.655	1.421
1996-05-24	0.371	-0.438	0.176
1996-05-28	-0.93	-1.994	2.091
1996-05-29	-0.642	-2.262	-1.564
1996-05-30	0.563	-0.459	0.175
1996-05-31	-0.385	0.688	5.443
1996-06-03	-0.215	1.81	1.479
1996-06-04	0.728	0	-0.409
1996-06-05	0.871	2.436	0.734
1996-06-06	-0.801	-2.661	-2.137
1996-06-07	0.042	0.448	0
1996-06-10	-0.171	0.224	-1.506
1996-06-11	-0.177	1.66	1.507
1996-06-12	-0.288	-0.11	1.973
1996-06-13	-0.168	-1.774	-2.306
1996-06-14	-0.31	-1.125	-2.703
1996-06-17	-0.104	-1.597	-1.379
1996-06-18	-0.467	-2.798	-2.283
1996-06-19	-0.015	0.942	1.411
1996-06-20	0.021	-1.892	-0.351
1996-06-21	0.713	4.663	0.35
